Date of occurrence,Occurrence severity,Occurrence with ship(s),IMO number,Ship / craft type,Livest lost - Total,People injured - Total,Pollution,Age On Casualty,Length overall,Flag State,Sea area of occurrence,Wind force,Sea state,Natural light,Visibility,Weather conditions,bad weather,Education,Inappropriate behavior,Equipment
2015,0,Fire/Explosion,9467445,Container Ship,0,0,0,3,365.74,PANAMA,"Internal waters - Channel, river",5,4,Twilight,Very good,Clear,0,,,1
2015,0,Loss of control,9502506,Passenger ship,0,0,0,6,142.1,FRANCE,Territorial sea,9,6,Night,,,2,,,1
2015,0,Fire/Explosion,8607165,Fishing vessel,0,0,1,27,120.47,RUSSIAN FEDERATION,Internal waters - Port area,2,0,Night,Good,,0,,,1
2015,0,Fire/Explosion,9372274,Container Ship,0,0,0,6,168.11,LIBERIA,Territorial sea,3,,Daylight,Good,Clear,0,,,1
2015,0,Damage,8512281,Passenger ship,0,1,0,28,268.33,MALTA,Internal waters - Port area,2,1,Daylight,Good,Clear,0,1,1,
2015,0,Grounding/stranding,9638147,Bulk Carrier,0,0,0,1,179.99,MALTA,Internal waters - Port area,,3,Night,Moderate,Clear,1,,,1
2015,0,Flooding/Foundering,8615277,Ro-Ro,0,0,0,28,56.08,NORWAY,Internal waters - Archipelago fairway,0,,Twilight,Good,Clear,0,1,1,
2015,0,Flooding/Foundering,9129029,Bulk Carrier,0,0,0,18,190,LIBERIA,Territorial sea,5,3,Twilight,Good,Clear,1,,,1
2015,0,Fire/Explosion,9708851,Container Ship,0,0,0,0,400,MALTA,Open sea - Within EEZ,6,4,Night,Good,Clear,1,,,1
2015,0,Loss of control,9116113,Ro-Ro,0,0,0,19,81,SPAIN,Internal waters - Port area,2,0,Daylight,Moderate,,0,1,1,
2015,0,Fire/Explosion,9214903,Container Ship,0,0,0,15,346.98,DENMARK,Open sea - Outside EEZ,3,2,Daylight,Good,Clear,0,,,1
2015,0,Fire/Explosion,9316672,Bulk Carrier,0,0,0,11,224.94,MALTA,Open sea - Within EEZ,6,5,Night,Good,Clear,1,1,,1
2015,0,Loss of control,9521643,Tanker,0,0,1,7,101.9,PANAMA,Internal waters - Port area,1,1,Daylight,Good,,0,,1,
2015,0,Grounding/stranding,9206748,Passenger ship,0,0,0,16,55.07,GREECE,Internal waters - Port area,0,0,Daylight,Very poor,Fog,2,,1,
2015,0,Damage,8225474,Other,0,2,0,35,35.68,POLAND,Open sea - Within EEZ,6,3,Daylight,Good,Clear,1,,,1
2015,0,Grounding/stranding,8650966,Passenger ship,0,0,0,15,41.97,GREECE,Territorial sea,2,3,Daylight,Good,Clear,0,,1,
2015,0,Contact,8827181,Ro-Ro,0,8,0,50,63.75,GERMANY,Internal waters - Port area,4,1,Daylight,Good,Clear,0,1,1,1
2015,0,Fire/Explosion,9138135,General Cargo,0,0,1,17,192.37,MARSHALL ISLANDS,Open sea - Within EEZ,4,2,Daylight,Good,Clear,0,,,1
2015,0,Flooding/Foundering,9216169,Ro-Ro,0,0,0,22,18.85,SPAIN,Internal waters - Port area,6,3,Daylight,Good,Clear,1,1,,
2015,0,Grounding/stranding,9138329,Passenger ship,0,0,0,18,145,BAHAMAS,Territorial sea,7,6,Twilight,Moderate,Rain,2,1,1,1
2015,0,Fire/Explosion,9247039,Other,0,0,0,14,140.2,FRANCE,Internal waters - Port area,2,2,Night,Good,Clear,0,,1,1
2015,0,Damage,9200031,Container Ship,0,1,0,15,133.18,MALTA,Internal waters - Port area,3,4,Daylight,Good,Clear,0,1,,
2015,0,Contact,9452323,General Cargo,0,0,0,7,131.55,CYPRUS,Internal waters - Port area,2,0,Daylight,Good,Clear,0,,,1
2015,0,Contact,9174323,Passenger ship,0,0,0,17,60,CYPRUS,Internal waters - Port area,6,2,Daylight,Good,Clear,0,,1,1
2015,0,Flooding/Foundering,9222596,Fishing vessel,0,0,1,16,23.3,FRANCE,Internal waters - Port area,2,1,Night,Good,Clear,0,1,,
2015,0,Grounding/stranding,9188946,General Cargo,0,0,1,17,94.99,SPAIN,Internal waters - Port area,2,,Night,Very poor,,2,,1,1
2015,0,Grounding/stranding,9197313,General Cargo,0,0,1,15,129,UNITED KINGDOM,Internal waters - Port area,6,4,Night,Good,Clear,1,,1,
2015,0,Flooding/Foundering,9254006,Tanker,0,0,0,13,87.31,CYPRUS,Territorial sea,7,5,Night,Good,Overcast,1,1,,
2015,0,Contact,8304799,Other,0,0,0,31,78.3,BAHAMAS,Internal waters - Port area,5,2,Daylight,Good,Clear,0,1,1,1
2015,0,Loss of control,9122423,Container Ship,0,0,0,18,195.69,ANTIGUA AND BARBUDA,Internal waters - Port area,1,1,Night,Good,Clear,0,1,1,
2015,0,Grounding/stranding,9185463,Ro-Ro,0,1,0,15,179.9,SINGAPORE,"Internal waters - Channel, river",4,3,Night,Good,Clear,1,1,1,
